,rating,title,timestamp,preprocessed_review,sentiment,label
67490,2,Deceiving!,2021-03-29 17:20:48.732,deceive hair super soft thin definitely   density not receive   inch wig order receive like   inch wig lace transparent light brown lace instead husband not throw box away return,-0.5,0
689995,5,Fabulous,2011-09-14 20:55:56.000,fabulous product wonderful brush soft handle long nice recommend product,1.0,1
282322,5,IN LOVEEEE,2012-04-24 11:26:47.000,loveeee good product price brush veryyyyyy soft feel great use realllyyy recommand love like happpy,1.0,1
495957,2,Don't even think about a light comb it's awful,2020-08-21 14:54:00.849,not think light comb awful not sena picture cuz get hair quality suck not lightly comthru wide tooth comb blow like get frizzy think heavy,-0.5,0
535370,5,Shipped Super Quick,2019-01-21 18:34:30.076,ship super quick great value price,1.0,1
604900,5,Love it!!!! Meant for professional use only.,2019-01-20 18:56:04.612,love mean professional use nail tech   year experience gelish polygel year client love product hold well nail enhancement past love gelish add polytool place multi purpose tool truly make trial kit true bargain trial kit come gelish ph gelish foundation need proper application product,1.0,1
504770,5,Best Gel Nailpolish I own!!!!!!,2019-02-06 03:28:56.064,good gel nailpolish pink gellac purchase dnd long   week chip strong gel nail polish purchase purchase officially change brand,1.0,1
503841,5,Excelent Towels,2017-09-11 00:09:41.859,excelent towel impressedd towel large normal size great quality definetly buy color,1.0,1
566245,5,"Nice price, nice material",2019-12-30 23:03:33.186,nice price nice material adorable child huge head fit bit snug stretch worth cost material soft comfortable kid wear not slide easily assymetrical actually kind cute,1.0,1
218732,5,Lovey fragrance!,2019-01-06 00:35:11.321,lovey fragrance entry fill air light lovely smell last month,1.0,1
228520,5,Swear by this product,2013-07-17 20:01:20.000,swear product use philosophy help night love moisturized soft face feel apply morning wash face healthy glow constantly compliment complexion great,1.0,1
177886,5,"Holy cow, it works!!!",2021-07-21 03:59:25.542,holy cow work not believe work well expected sure open pore easy use charge not long probably not time bad,1.0,1
165204,5,.,2018-08-18 20:33:00.944,  smell wonderful last long long time,1.0,1
13016,5,Price,2022-07-22 01:05:14.246,price love product price quality,1.0,1
490853,2,Like clean ingredients but drying,2019-01-31 06:35:09.280,like clean ingredient dry like clean ingredient dry curly hair,-0.5,0
498347,3,Broke but still able to use,2020-02-06 18:25:22.327,break able use get access dust acrylic nail okay handle not glue break,0.0,0
4893,5,Good for balayage,2021-06-03 13:49:23.202,good balayage not like use recommend love teasing balayage,1.0,1
194305,1,terrible product,2021-07-28 14:28:23.061,terrible product promise product say lengthen lash,-1.0,0
403201,5,Seems to be same as original,2022-12-11 00:33:01.167,original smell new packaging curious formula original,1.0,1
597814,5,Worth the cost,2023-06-06 04:24:01.704,worth cost workmanship great order,1.0,1
395191,4,Beautiful Dispite Frizziness,2017-12-10 02:44:57.139,beautiful dispite frizziness love hair soft easy braid look incredible recieve compliment thsee reason not   star   get way frizzy trim flyaway hair braid not hard annoyingbr   feel little itchy time rinse hair apple cider vinegar think balance alkalinity wash wellbr br take picture highlight hair look feel free check instagramcomavanessmusic,0.5,1
281104,1,Not as pictured,2020-04-09 16:02:09.323,picture receive order picture clip mesh back get ponytail elastic hair definitely order dissappointe,-1.0,0
198295,5,Great Soap,2013-11-18 20:14:56.000,great soap great soap love recommend um product zum product wonderful stuff thank,1.0,1
465815,5,A winner,2017-10-28 01:23:09.563,winner great product job,1.0,1
511676,5,Smooth,2017-04-21 17:02:16.000,smooth hair dry smooth beautiful   thank,1.0,1
202546,5,Great for newly pierced ears,2022-12-15 20:21:07.266,great newly pierce ear love wish little big bad overall,1.0,1
466637,5,Remains wet for a long time outside the package.,2020-07-31 23:12:02.381,remain wet long time outside package purse time use especially day thick not dry easily wipe,1.0,1
537657,1,There’s residue on the handles. Gross.,2022-01-21 23:16:52.659,s residue handle gross excited try open bag tool use curler gross brown gunk disgusting,-1.0,0
637371,5,Great price and gets the job done!,2020-07-08 17:54:00.771,great price get job m makeup artist perfect   bridal party job great price ill kit time,1.0,1
405320,5,30 & Over Club,2022-01-29 06:21:02.226,   club try pm pm smell herbr br initial spray   definitely old crowd   clean scent ve look tap ouds middle eastern scent   warm caramel vanilla    will not smell raspberry initially dry   definitely mean night cooler month opinion,1.0,1
321962,5,There nice,2021-07-07 03:20:14.852,nice easy apply nice light wear not like like buy,1.0,1
554024,1,No Results. Just lotion,2015-10-10 15:45:01.000,result lotion face lotion fancy jar,-1.0,0
389833,4,Not like the explanation of the product.,2020-02-01 01:45:35.226,like explanation product exactly like describe work use lie coat,0.5,1
266523,1,Don’t do it!!!!!!!!!!!!!!!,2020-09-22 16:02:19.384,not great install dry tangle look remy hair like advertise mention yellow string look like thing like fishing line find hair m talk short piece n root tip hair wonder hard curl high heat melt fishing like hair n create problem recieve wrong item seller review post receive email amazon state,-1.0,0
233115,1,Arrived dried out.,2021-01-05 19:22:37.271,arrive dry arrive dry liquid use,-1.0,0
184862,5,Wonderful Towels,2016-12-27 16:59:59.000,wonderful towel work great   love towel   soft absorbent   work promise,1.0,1
124000,3,Poor quality hair,2021-01-22 00:46:18.303,poor quality hair wig okay fun dress hair quality look cheap fit okay look like start frizz time color soft pink definitely will not wear fun dress party,0.0,0
315651,1,Dispenses incorrectly,2022-05-27 11:51:01.012,dispense incorrectly dispenser shoot hand experience,-1.0,0
399985,5,Great product.,2018-06-01 21:41:47.807,great product husband love,1.0,1
141801,4,Dried fast,2020-02-19 17:33:29.673,dry fast like easy usage   see change affected area   week,0.5,1
506032,1,Horrible! This is a self-Tanner!,2016-03-23 03:28:26.000,horrible selftanner purchase thinking normal tanning bed lotion surprised wake morning dark orange tanning session hand stain streak stuff come disappointed description product seller fake review total crap wish amazon stop company able,-1.0,0
121429,5,Light serum/moisturizer combo.  Safe/natural.,2022-07-23 00:13:37.647,light serummoisturizer combo   safenatural serum korean skincare company good balance serum moisturizer   light moisturizing contain   type hyaluronic acid   company use safe natural ingredient avoid   questionable skin care ingredient   tone firm skin hibiscus extract   faint natural hibiscus scent   come tall glass bottle pump   skin feel soft wrinkle diminish product   highly recommend,1.0,1
495171,3,Nice,2016-11-13 04:41:40.000,nice color bright pinkhot pink not like applie nicely,0.0,0
508423,5,Buy now,2020-07-06 04:50:11.537,buy wig absolutely perfect,1.0,1
681983,1,Did not work!,2010-10-06 16:48:36.000,work not product review work wait minute run   second disapointe money refund try replace work toothbrush think customer satisfaction priorty,-1.0,0
294445,2,Two Stars,2018-01-26 12:42:21.554,star gift   bag break couple day,-0.5,0
330082,5,Easy to use and does good job,2020-08-16 17:02:32.007,easy use good job cleaning toe long reach,1.0,1
568688,5,"Good hair, good price",2019-09-18 18:49:02.057,good hair good price recommend   pack definitely plenty head nice crochet hair,1.0,1
36696,5,Great Liquid Tape for Nail Art,2015-06-03 17:14:02.000,great liquid tape nail art buy use barrier messy nail art pour nail polish bottle paint skin nail m dry latex pull easily tweezer,1.0,1
539603,1,just dont,2015-03-03 05:12:34.000,not finally figure use iron make ugly curl cute highly unsatisfied shipping great,-1.0,0
393732,4,It sprays,2022-02-25 09:44:30.499,spray use sure tub spray water liquid read instruction carefully sure test tub trial error part feel comfortable use sink,0.5,1
68914,4,Four Stars,2018-04-23 21:26:12.740,star far good,0.5,1
260966,4,Great performance and reliable,2016-09-02 00:44:18.000,great performance reliable buy eye lash curler hope lucky product use eyelash curler perfect lash curl nicely start day great thing come   replacement rubber insert nice gripand get good hold lash pain strongly recommend product thing not like rubber insert not sturdy   month itit start fall lot super reliable,0.5,1
241305,3,It’s ok,2019-10-27 23:14:50.831,ok ok,0.0,0
235328,1,Cheaply made,2018-03-20 06:16:38.565,cheaply cheaply madebr rhinestone fall get package return,-1.0,0
13680,5,A little makes my hair gorgeous,2019-10-16 20:23:18.816,little make hair gorgeous love product apply wash hair little fingertip flat iron   dry help hair soft shiny last wash sure not apply cuz cake little bit go way hair frizzy,1.0,1
115342,3,so-so,2015-10-31 14:38:01.000,soso compartment easy use bit large,0.0,0
288191,4,Four Stars,2018-01-16 04:49:28.044,star not know turban correctly   long thick hair,0.5,1
655535,3,Three Stars,2017-02-10 08:52:17.000,star prefer large small instead   large,0.0,0
64921,1,Fried after one month,2015-05-18 03:11:23.000,fry month want love work   pretty pink durable long cord light weight   month die   plug get hot smell horrible   husband say circuit board fry   bad maybe lemon   amazon take,-1.0,0
428090,5,I can sleep late again!,2009-07-09 18:38:15.000,sleep late love eye mask past comfortable wear go order ask boyfriend want say not sleep try want go extra pack girlfriend go use nowbr br especially love   month pregnant not sleep night mask make easy catch zzzs late morning summer sunbr br thing note mention manufacturer strong lavender smell mask away day nice smell sensitive skin sensitive smell problem buy let air,1.0,1
461608,3,Good BUT.......,2018-02-27 12:55:57.275,good tape stick great application good   take peel tape ugh,0.0,0
52639,5,As described,2021-07-14 23:12:45.679,describe work need exactly describe,1.0,1
141974,5,Five Stars,2016-10-06 18:13:59.000,star durable good size,1.0,1
567819,5,A NECESSITY,2021-02-15 16:11:45.079,necessity lash buy tend buy lash bulk love one lightweight good quality not come sticky adhesive gunke lash band instead soft durable super easy apply ton compliment easy   perfect gift lash lover,1.0,1
116156,3,Excited,2019-03-07 01:08:55.586,excited say   color   look like duplicate different namemaybe slight difference   wait try,0.0,0
52499,4,USB Charging Only,2019-06-22 14:33:54.409,usb charge get thinking work well brush floss small convenient bring travel prefer standard brushing thrill usb charge option   want able plug standard outlet have adapter water tank last minute prefer long course increase size product,0.5,1
176008,5,Five Stars,2018-02-02 18:09:41.136,star beautiful color loveee pallet,1.0,1
315255,1,Messy hard to apply,2017-09-24 16:22:50.136,messy hard apply crumble hard use apply return immediately,-1.0,0
102574,5,An EXCELLENT product!  Hubby is happy!,2017-01-26 02:07:29.000,excellent product   hubby happy yearold husband get bell palsy left face   day ago   left eye close black eye patch purchase drug store   patch bother stick not wear glass block vision peripherally   eye safe   notice product   order monday get today wednesday   ecstatic   say comfortable peripherally straight eye   fit glass   bowler feel confident bowl week   not know long bell palsy affect hope week feel handle well product   thumb david,1.0,1
637960,5,Five Stars,2015-12-27 00:47:08.000,star quality product,1.0,1
365670,5,So cute!! Love it ✨,2021-01-21 02:01:01.017,cute love   videoiddcbcbefabbbd compliment,1.0,1
113130,5,Five Stars,2015-11-26 01:33:02.000,star excellent quality,1.0,1
684010,5,Totally awesome,2022-02-03 20:30:26.689,totally awesome totally awesome get thick persian cat lose easily easily clean,1.0,1
